p05493_f001,p05493_f002,p05493_f003,p05493_f004,p05493_f005,p05493_f006,p05493_f007,p05493_f008,p05493_f009,p05493_f010,p05493_f011,p05493_f012,p05493_f013,p05493_f014,p05493_f015,p05493_f016,p05493_f017,p05493_f018,p05493_f019,p05493_f020,p05493_f021,p05493_f022,p05493_f023,p05493_f024,p05493_f025,p05493_f026,p05493_f027,p05493_f028,p05493_f029,p05493_f030,p05493_f031,jydm_mc
0815.HK,中国白银集团,配售,实施完成,2022/02/23,2022/04/07,325680117.0000,10.726084,0.5900,192151269.0000,191151269.0000,"(a)人民币21,740,000元(占所得款项净额约14%)将获分配予江西龙天勇的生产及其他设施的整改工作;(b)人民币72,346,000元(占所得款项净额约47%)将获分配予江西龙天勇全面恢复生产活动后用于采购原材料;(c)人民币30,000,000元(占所得款项净额约19%)将获分配用于偿还集团的若干银行借贷;及(d)余下部分(目前预期约为人民币31,022,000元,占所得款项净额约20%)将获分配作集团一般营运资金。",HKD,--,黄金及贵金属,贵重金属与矿石,136480,9,--,1000000.0000,--,--,--,--,--,--,--,--,--,--,--,中国白银集团
1566.HK,华夏文化科技,配售,实施完成,2022/02/23,2022/03/03,98170000.0000,9.057343,0.1700,16688900.0000,16688900.0000,公司将运用其内部资源清偿公司可能需就A项清偿事项及B项清偿事项承担的专业费用及所有其他相关开支。,HKD,--,消闲及文娱设施,休闲设施,136481,9,--,0.0000,--,--,--,--,--,--,--,--,--,--,--,华夏文化科技
1600.HK,天伦燃气,配售,实施完成,2022/02/22,2022/02/28,50000000.0000,--,8.4000,420000000.0000,414000000.0000,(i)约2.898亿港元或70%用于乡镇以及工商业屋顶光伏等低碳能源发展相关的发展资金及相关投资;(ii)约0.828亿港元或20%用于清洁供暖业务的发展资金及相关投资;(iii)约0.414亿港元或10%用于集团的一般运营资金。,HKD,--,燃气供应,燃气公用事业,136479,9,--,6000000.0000,UBS AG Hong Kong Branch,--,--,--,--,--,--,--,--,--,--,天伦燃气
0663.HK,金山能源,配售,实施完成,2022/02/21,2022/03/03,16911112.0000,1.424384,0.2500,4227769.0000,4176577.0000,"(i)约80,000,000港元拟用于光伏发电领域之业务发展,旨在发展及获得更多上述香港光电太阳能投资的太阳能光伏系统项目以及(于机会出现时)香港、中国及日本可再生能源领域的其他投资机遇;及(ii)余额用作公司之一般营运资金。",HKD,--,--,--,136490,9,--,51192.0000,--,--,--,--,--,--,--,--,--,--,--,金山能源
0515.HK,中华银科技,配售,实施完成,2022/02/17,2022/03/03,286000000.0000,25.236072,0.1000,28600000.0000,28400000.0000,"所得款项净额中的24.4百万港元用于在集团的债务及负债到期时偿还有关债务及负债,及4百万港元用作集团的营运资金(如薪金、租金付款、专业费用及办公室开支)。",HKD,--,工业零件及器材,电子元件,136476,9,--,200000.0000,--,--,--,--,--,--,--,--,--,--,--,中华银科技
0040.HK,金山科技工业,供股,实施完成,2022/02/14,2022/03/29,130782158.0000,16.6666665817,0.6200,81000000.0000,77500000.0000,所得款项净额(i)约80%用于为拓展充电池业务拨资;及(ii)余下约20%用作一般营运资金。,HKD,每6股供1股,消费电子产品,电子元件,24480,8,2022/03/31,3500000.0000,--,大华继显(香港)有限公司,--,--,--,--,--,--,--,--,--,金山科技工业
1025.HK,嘉艺控股,配售,实施完成,2022/02/11,2022/02/23,145480000.0000,35.97718,0.2750,40007000.0000,39279600.0000,(i)用于其新特卖场业务(‘特卖场业务’);及(ii)用作集团的一般营运资金。,HKD,--,服装,服装、服饰与奢侈品,136475,9,--,727400.0000,裕承环球市场有限公司,--,--,--,--,--,--,--,--,--,--,嘉艺控股
1783.HK,晋景新能,代价发行,实施完成,2022/02/09,2022/02/25,27487500.0000,1.992863,0.2400,6597000.0000,--,向才升设备租赁有限公司购买七台塔式起重机。,HKD,--,楼宇建造,建筑与工程,131923,10,--,--,--,--,--,--,--,--,--,--,--,--,--,晋景新能
8613.HK,东方支付集团控股,配售,实施完成,2022/01/31,2022/02/22,200000000.0000,10.536816,0.0780,15600000.0000,15400000.0000,东方支付拟将30%认购事项所得款项净额用作集团不时确定的任何投资;而剩余70%认购事项所得款项净额用作一般营运资金。,HKD,--,支付服务,信息科技咨询与其它服务,136473,9,--,200000.0000,软库中华金融服务有限公司,--,--,--,--,--,--,--,--,--,--,东方支付集团控股
0164.HK,中国宝力科技,配售,实施完成,2022/01/28,2022/02/21,30000000.0000,10.307411,0.3500,10500000.0000,10000000.0000,(i)约3百万港元(占所得款项净额约30%)将用于集团结清未偿还负债;及(ii)约7百万港元(占所得款项净额约70%)将用作集团的一般营运资金。,HKD,--,广告及宣传,消费电子产品,136472,9,--,500000.0000,京基证券集团有限公司,--,--,--,--,--,--,--,--,--,--,中国宝力科技
1466.HK,佰金生命科学,供股,实施完成,2022/01/28,2022/05/12,319648964.0000,100.0,0.1100,35161386.0400,32900000.0000,用于偿还集团之贷款及应计利息及用作一般营运资金。,HKD,每1股供1股,珠宝钟表,服装、服饰与奢侈品,24479,8,2022/05/16,2261386.0400,--,金利丰证券有限公司,--,--,--,--,--,--,--,--,--,佰金生命科学
1129.HK,中国水业集团,配售,实施完成,2022/01/27,2022/02/23,319200000.0000,55.539903,0.2500,79800000.0000,77600000.0000,用作偿还集团部分贷款及应计利息及/或集团的一般营运资金。,HKD,--,水务,水公用事业,136470,9,--,2200000.0000,金利丰证券有限公司,--,--,--,--,--,--,--,--,--,--,中国水业集团
1233.HK,时代中国控股,配售,实施完成,2022/01/27,2022/02/08,117700000.0000,--,3.4000,400200000.0000,393600000.0000,拟将有关所得款项净额(i)约50%用作偿还债务;及(ii)约50%用作一般企业用途。,HKD,--,地产发展商,房地产开发,136469,9,--,6600000.0000,瑞银集团香港分行,--,--,--,--,--,--,--,--,--,--,时代中国控股
8238.HK,惠陶集团,配售,实施完成,2022/01/27,2022/03/03,86400000.0000,24.801587,0.0900,7776000.0000,7600000.0000,用作当前业务发展之支出。,HKD,--,广告及宣传,广告,136471,9,--,176000.0000,元宇宙(国际)证券有限公司,--,--,--,--,--,--,--,--,--,--,惠陶集团
0136.HK,中国儒意,配售,实施完成,2022/01/26,2022/04/22,64000000.0000,0.399735,2.5000,160000000.0000,160000000.0000,拟将股份认购事项之所得款项净额(a)用作集团之一般营运资金及(b)用于集团业务发展及扩张。,HKD,认购完成后，Water Lily Investment Limited股份占比由19.70%增加到20.13%。,影视娱乐,电影和娱乐,136466,9,--,0.0000,--,--,--,--,--,--,--,--,--,--,--,中国儒意
0136.HK,中国儒意,配售,实施完成,2022/01/26,2022/04/25,56000000.0000,0.349768,2.5000,140000000.0000,140000000.0000,拟将股份认购事项之所得款项净额(a)用作集团之一般营运资金及(b)用于集团业务发展及扩张。,HKD,--,影视娱乐,电影和娱乐,136463,9,--,0.0000,--,--,--,--,--,--,--,--,--,--,--,中国儒意
0612.HK,嘉文世纪投资公司,配售,实施终止,2022/01/26,2022/02/14,--,--,--,--,--,用于投资上市及非上市证券以及用作营运资金。,HKD,"董事会宣布,由于香港冠状病毒情况恶化(此乃配售协议第8.1条项下不可抗力事件之一),配售代理于今日(交易时段后)已终止配售协议。董事会获悉公司不会因终止配售协议及其项下拟进行之配售而对配售代理承担任何责任。",投资及资产管理,资产管理与托管银行,136468,9,--,--,元大证券(香港)有限公司,--,--,--,--,--,--,--,--,--,--,嘉文世纪投资公司
1216.HK,中原银行,代价发行,预案,2022/01/26,--,--,--,--,34164000000.0000,--,向中原信托有限公司、李万斌等售股股东发行13324823322股股份收购洛阳银行股份有限公司、平顶山银行股份有限公司、焦作中旅银行股份有限公司股份。,HKD,--,银行,区域性银行,131922,10,--,--,--,--,--,--,--,--,--,--,--,--,--,中原银行
1216.HK,中原银行,配售,实施完成,2022/01/26,2022/05/10,3150000000.0000,15.691158,1.8000,5670000000.0000,5667000000.0000,全部用于补充本行的核心一级资本。,HKD,--,银行,区域性银行,136467,9,--,3000000.0000,"中信里昂证券有限公司,招商证券(香港)有限公司,中国国际金融香港证券有限公司,华泰金融控股(香港)有限公司,中信建投(国际)融资有限公司",--,--,"中信里昂证券有限公司,招商证券(香港)有限公司,中国国际金融香港证券有限公司,华泰金融控股(香港)有限公司,中信建投(国际)融资有限公司",--,--,--,--,--,--,--,中原银行
1520.HK,天机控股,代价发行,实施完成,2022/01/25,2022/07/15,180000000.0000,22.692977,0.2200,39600000.0000,--,向Dreamtoys Ltd收购Dreamtoys Inc全部已发行股本。,HKD,"代价将由两部分组成,分别为现金代价港币4,400,000元,及公司以每股港币0.22元的发行价格,向卖方发行公司股份180000000股。",服装,服装、服饰与奢侈品,131920,10,--,--,--,--,--,--,--,--,--,--,--,--,--,天机控股
8456.HK,民信国际控股,配售,实施完成,2022/01/25,2022/02/07,45790071.0000,34.636195,0.3500,16026524.0000,15568624.0000,(i)用于支付未来12个月的租金开支及管理费;(ii)用于支付集团雇员于未来12个月的薪金;(iii)用作现有代工生产业务的营运资金;及(iv)用于偿还集团部分流动债务。,HKD,--,服装,服装、服饰与奢侈品,136462,9,--,457900.0000,--,--,--,--,--,--,--,--,--,--,--,民信国际控股
9911.HK,赤子城科技,配售,实施完成,2022/01/25,2022/02/04,92366000.0000,--,3.8000,350990800.0000,347000000.0000,"公司拟将其将予收取的所得款项净额用于发展、扩大及经营公司的社交及游戏业务,以及用于寻求战略联盟,投资和收购。",HKD,--,互动媒体及服务,互动媒体与服务,136461,9,--,3990800.0000,中信里昂证券有限公司,--,--,--,--,--,--,--,--,--,--,赤子城科技
8112.HK,基石金融,供股,实施完成,2022/01/21,2022/04/25,172063836.0000,300.0,0.3800,65384257.6800,61180000.0000,拟将供股所得款项净额用于(i)发展集团的孖展融资业务;及(ii)集团的一般营运资金。,HKD,每1股供3股,广告及宣传,广告,24478,8,2022/04/27,4204257.6800,--,树熊证券有限公司,--,--,--,--,--,--,--,--,--,基石金融
0809.HK,大成生化科技,配售,实施终止,2022/01/19,2022/10/10,--,--,--,--,--,主要用于局部恢复集团位于吉林省长春市兴隆山厂区的生产营运。,HKD,"经计及近期市况及自订立认购协议起已经过相当长一段时间后,原有的所得款项时间表及拟定用途已经失效及无效。公司已尝试与认购方就变更所得款项用途磋商,惟双方未能达成共识。因此,订约方决定不继续进行认购事项。",化肥及农用化合物,商品化工,136459,9,--,--,--,--,--,--,--,--,--,--,--,--,--,大成生化科技
1143.HK,中国储能科技发展,代价发行,实施完成,2022/01/19,2022/06/10,230000000.0000,24.881977,0.1640,37720000.0000,--,"向转让人(或其代名人)配发及发行230,000,000股代价股份的方式偿付。",HKD,"于完成后,230,000,000股新股份(相当于本公告日期公司经发行代价股份扩大后之已发行股本约19.92%)已根据股东于二零二二年五月三十一日举行之股东特别大会授予之特别授权,按发行价每股代价股份0.164港元向转让人正式配发及发行为缴足股款股份。",消费电子产品,电子制造服务,131919,10,--,--,--,--,--,--,--,--,--,--,--,--,--,中国储能科技发展
8437.HK,德斯控股,供股,实施完成,2022/01/19,2022/03/18,432000000.0000,50.0,0.1000,43200000.0000,41000000.0000,"(i)约30%(或约12,300,000港元)将用作集团之一般营运资金;(ii)约40%(或约16,400,000港元)将用于i)中国医美业务;ii)医学影像业务;及iii)牙科服务相关业务的潜在发展计划;(iii)约20%(或约8,200,000港元)将用于偿还公司的部分未偿还债务;及(iv)约10%(或约4,100,000港元)将用于购买医美设备及产品。",HKD,每2股供1股,医疗及医学美容服务,保健护理服务,24477,8,2022/03/22,2200000.0000,--,元库证券有限公司,--,--,--,--,--,--,--,--,--,德斯控股
1575.HK,皇庭智家,配售,实施终止,2022/01/18,2022/02/11,--,--,--,--,--,用作偿还债务及补足集团的一般营运资金。,HKD,"鉴于不稳定的市况,公司与配售代理于2022年2月11日(交易时段后),双方同意终止配售协议,而配售代理及公司有关配售事项之所有权利、义务及责任将告终止,且任何订约方概不得就配售事项向另一方提出任何申索。",家具,家庭装饰品,136457,9,--,--,元库证券有限公司,--,--,--,--,--,--,--,--,--,--,皇庭智家
2098.HK,卓尔智联,配售,实施完成,2022/01/18,2022/04/28,600000000.0000,4.838903,0.5000,300000000.0000,299800000.0000,公司拟将所得款项净额主要用作集团的营运资金及一般企业用途。,HKD,认购完成后，卓尔控股有限公司股份占比由2.49%增加到7.22%。,采购及供应链管理,贸易公司与经销商,136458,9,--,200000.0000,--,--,--,--,--,--,--,--,--,--,--,卓尔智联
8275.HK,中国新消费集团,供股,实施完成,2022/01/14,2022/04/29,81000000.0000,16.8748788876,0.5500,44550000.0000,42600000.0000,"(i)约3.1百万港元用于偿还承兑票据的本金及应计利息;(ii)因现有办公物业的租约将于二零二二年四月届满,约20百万港元用于购置新办公物业及相关装修费用;(iii)约7百万港元用于增聘全职员工;(iv)约3百万港元用于发展业务及营销开支;及(v)余额约9.5百万港元拨充一般营运资金。公司认为,上述所得款项用途(i)具有财务上的紧迫性,因承兑票据即将到期;及(ii)为集团的业务营运及发展所需。",HKD,每2股供3股,楼宇建造,建筑与工程,24476,8,2022/05/04,1950000.0000,--,--,--,--,--,--,--,--,--,--,--,中国新消费集团
8491.HK,COOL LINK,配售,实施完成,2022/01/14,2022/01/27,7632000.0000,9.185,0.7500,5720000.0000,5580000.0000,拟将全部所得款项净额用作一般营运资金。,HKD,--,包装食品,食品零售,136454,9,--,140000.0000,元宇宙(国际)证券有限公司,--,--,--,--,--,--,--,--,--,--,COOL LINK
1613.HK,协同通信,配售,实施完成,2022/01/13,2022/01/25,58000000.0000,10.823632,0.2500,14500000.0000,14200000.0000,用作一般营运资金及╱或当机会出现时集团的额外投资。,HKD,--,数码解决方案服务,通信设备,136452,9,--,300000.0000,--,--,--,--,--,--,--,--,--,--,--,协同通信
1918.HK,融创中国,配售,实施完成,2022/01/13,2022/01/19,452000000.0000,--,10.0000,4520000000.0000,4484000000.0000,(1)约50%用于公司一般运营资金;及(2)约50%用于偿还贷款。,HKD,--,地产发展商,房地产开发,136451,9,--,36000000.0000,摩根士丹利国际有限公司,--,--,--,--,--,--,--,--,--,--,融创中国
3309.HK,希玛医疗,配售,实施完成,2022/01/13,2022/01/20,76500000.0000,6.186803,6.4800,495700000.0000,490600000.0000,用于(i)并购的资金;(ii)扩大公司的医院和服务网络;及(iii)拨充集团的一般营运资金。,HKD,--,医疗及医学美容服务,保健护理机构,136450,9,--,5100000.0000,瑞银集团香港分行,--,--,--,--,--,--,--,--,--,--,希玛医疗
6051.HK,有赞,配售,实施完成,2022/01/11,2022/01/18,810792000.0000,4.401301,0.3850,312150000.0000,309010000.0000,(i)用于系统升级、产品开发及营销开支;(ii)用作潜在战略投资及收购之额外资金;及(iii)用作集团之一般营运资金。,HKD,--,应用软件,交易与支付处理服务,136447,9,--,3140000.0000,富瑞金融集团香港有限公司,--,--,--,--,--,--,--,--,--,--,有赞
8153.HK,嘉鼎国际集团,配售,实施完成,2022/01/11,2022/02/14,1350000000.0000,3894.398341,0.0600,81000000.0000,80000000.0000,约80.0百万港元将用偿还债务、扩大集团业务及一般营运资金。,HKD,--,广告及宣传,广告,136448,9,--,1000000.0000,粤商国际证券有限公司,--,--,--,--,--,--,--,--,--,--,嘉鼎国际集团
0007.HK,智富资源投资,供股,实施完成,2022/01/10,2022/04/08,1610531394.0000,40.26328485,0.1000,161100000.0000,159600000.0000,将供股之全部所得款项净额用于偿还贷款。,HKD,每2股供1股,消费电子产品,电脑与电子产品零售,24475,8,2022/04/12,1500000.0000,--,--,--,--,--,--,--,--,--,--,--,智富资源投资
